Agency (Dept or Stat Body),Agency address,Contract description/ name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Griffith University,"170 Kessels Road, Nathan Qld 4111",Patent Application,30/10/2020,11601,Spruson & Ferguson Pty Limited,"Gpo Box 3898, Sydney, Nsw 2001",No,No ,N/A,,,,,,,1874083,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",S01 Works,2/11/2020,13457,A1 Building & Property Solutions Pty Ltd,"3 D'Aguilar Road,  The Gap, Qld, 4061",No,No ,N/A,,,,,,,345685,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Mastbiochem Mmnd Wo Etext Dig Ge,2/11/2020,51233,Pearson Australia Group Pty Ltd,"Suite 1001 Level 10, 151 Castlereagh Street, Sydney, Nsw, 2000",No,No ,N/A,,,,,,,345670,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",2021 Eps Summit Support/Speaker,2/11/2020,11000,People Of Influence,"Po Box 702,  Mosman, Nsw, 2088",No,No ,N/A,,,,,,,345704,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,3/11/2020,42435,China Academic Journals (Cd Edition),"Building A2, Dongsheng Science Park, 66 Xixiaokou St,Beijing,  100192",No,No ,N/A,,,,,,,1876832,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Adobe Sign 2020-2021 Subscription,3/11/2020,1597497,Insight Enterprises Australia Pty Ltd,"Locked Bag 3333,  Brookevale, Nsw, 2100",,No ,Limited Offer,,,,,,,345725 359578,Information and Communication Technology,C01823,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",S08 Rectify Stormwater Issue,4/11/2020,16188,A1 Building & Property Solutions Pty Ltd,"3 D'Aguilar Road,  The Gap, Qld, 4061",No,No ,N/A,,,,,,,345793,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Global Membership / Accreditation,4/11/2020,10920,Advance He,"Innovation Way, York Science Park York, , Yo10 5Br",No,No ,N/A,,,,,,,345764,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",N75 Air Flow Warning System,4/11/2020,13946,Crisp Power & Control Pty Ltd,"Po Box 787,  Archerfield, Qld, 4108",No,No ,N/A,,,,,,,345761,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Vehicle Purchase,4/11/2020,78080,Grand Motors,"Po Box 7834, Gold Coast Mail Ctr Gold Coast, Qld, 9726",No,No ,N/A,,,,,,,345792,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,4/11/2020,14025,Leaderwise Pty Ltd,"51 Winsome Road,  Salisbury, Qld, 4107",No,No ,N/A,,,,,,,345762,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111","Irrigation Upgrade N79 & N54, Qca ",5/11/2020,10213,Aquatrax Pty Ltd T/A Team Irrigation Sol,"Po Box 200,  Capalaba, Qld, 4157",No,No ,N/A,,,,,,,345835,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Additional Warranty (12 Months),5/11/2020,19315,Cellink Ab,"Arvid Wallgrens Backe 20,  Gothenburg, , 41346",No,No ,N/A,,,,,,,345804,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Isilon Deduplication Software,5/11/2020,31240,Emc Global Holdings Company,"207 Pacific Highway,  St Leonards, Nsw, 2065",No,No ,N/A,,,,,,,345802,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Trimester 2 2020 Commission,5/11/2020,311218,IDP Education Pty Ltd,"Level 8, 535 Bourke Streetmelbourne, Vic 3000",No,No ,N/A,,,,,,,1877827,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Szx10 Microscope And Dp74 Camera,5/11/2020,16500,Olympus Australia Pty Ltd,"Po Box 985,  Mt Waverley, Vic, 3149",No,No ,N/A,,,,,,,345813,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Tp5/2020 Commission,5/11/2020,655222,Pearson Australia Group Pty Ltd,"Suite 1001 Level 10, 151 Castlereagh Street,Sydney, Nsw 2000",,No ,Limited Offer,,,,,,,1874747,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Sample Processing,5/11/2020,14716,Sonic Healthcare Limited,"14 Giffnock Avenue, Macquarie Park, Nsw 2113",No,No ,N/A,,,,,,,1874066,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Testamur Folders,5/11/2020,14630,Vrc Printing Pty Ltd,"Cnr. Clarence & Morley St,  Coorparoo, Qld, 4151",No,No ,N/A,,,,,,,345828,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,6/11/2020,39197,BMJ Publishing Group Ltd,"Po Box 273, London,  Wc1H 9Bp",No,No ,N/A,,,,,,,1874077,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Computing Maintenance & Support,6/11/2020,72385,The Mathworks Australia Pty Ltd,"Level 5 Tower 1, 495 Victoria Avenue Chatswood, Nsw, 2067",Yes,No ,N/A,,,,,,,C00105,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Workshops And Review Of Grant Applications,6/11/2020,39600,The Trustee For Granted Group Unit Trust,"Suite 1.06A, 269 Centre Road Bentleigh, Vic, 3204",No,No ,N/A,,,,,,,345856,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Artist Fees,6/11/2020,370700,The Trustee For Liam Hardy Family Trust,"9 Moray Court,  Benowa, Qld, 4217",No,No ,N/A,,,,,,,345854,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",S01 Doors And Walls Acoustic,9/11/2020,18985,A1 Building & Property Solutions Pty Ltd,"3 D'Aguilar Road,  The Gap, Qld, 4061",No,No ,N/A,,,,,,,345898,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",S01 Acoustic Door Install,9/11/2020,12137,A1 Building & Property Solutions Pty Ltd,"3 D'Aguilar Road,  The Gap, Qld, 4061",No,No ,N/A,,,,,,,345899,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Graduation Mortar Boards,9/11/2020,21200,Cpx Pty Ltd,"Po Box 3193,  Newmarket, Kelvin Grove Bc, Qld, 4059",No,No ,N/A,,,,,,,345914,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Linkedin Learning 2020-2021 Subscription,9/11/2020,62040,Linkedin Singapore Pte Ltd,"10 Marina Boulevard, Marina Bay Financial Centre , , 018983",No,No ,N/A,,,,,,,345928,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Griffith Annual Brand Health Research,9/11/2020,70400,Nature Pty Ltd,"139 Dover Street,  Cremorne, Vic, 3121",No,No ,N/A,,,,,,,345904,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Computing Maintenance & Support,9/11/2020,11186,Surveyengine,"Potsdamer Platz 1,  Berlin, , 10785",No,No ,N/A,,,,,,,345905,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Computing Maintenance & Support,10/11/2020,22321,Aussie Telecom Pty Limited,"Po Box 3144,  Brighton, Vic, 3187",No,No ,N/A,,,,,,,345935,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Course Development Graduate In Didactics Of Italian Foreigners,10/11/2020,45080,Edoardo Mascheroni,"Joszef Korut, 65,  Budapest, , 1085",No,No ,N/A,,,,,,,345945,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Computing Maintenance & Support,10/11/2020,21450,Integral Technology Solutions Pty Ltd,"Level 2, 201 Leichardt Street,  Spring Hill, Qld, 4000",No,No ,N/A,,,,,,,345972,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jul - Sep 2020,10/11/2020,16072,National Library Of Australia,"Parkes Place, Canberra, Act 2600",No,No ,N/A,,,,,,,1878433,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Oct - Dec 2020,10/11/2020,16072,National Library Of Australia,"Parkes Place, Canberra, Act 2600",No,No ,N/A,,,,,,,1878579,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,10/11/2020,405463,Ovid Technologies Inc.,"100 River Ridge Drive, Norwood, Ma 02062",No,No ,N/A,,,,,,,1878361,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Review Of Compliance Framework,11/11/2020,19930,Cooper Grace Ward,"Level 21, 400 George Streetbrisbane, Qld 4000",No,No ,N/A,,,,,,,1878788,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Component 2 Software Project Work,11/11/2020,70400,Guildlink Pty Limited,"Gpo Box 3338, Sydney, Nsw 2001",No,No ,N/A,,,,,,,1874084,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Renewal International Sos,11/11/2020,204121,International Sos (Australasia) Pty Ltd,"Gpo Box 4561, Sydney, Nsw 1044",No,No ,N/A,,,,,,,1878372,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Course Leader Pakistan Water Governance,11/11/2020,22619,John Murray Kirkwood,Brisbane,No,No ,N/A,,,,,,,346001,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Oracle 2020-2021 Subscription,11/11/2020,572662,Nextgen Distribution Pty Ltd,"Po Box 427,  North Sydney, Nsw, 2060",,No ,Open Offer,,,,,,,346002,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Electricity Metering,12/11/2020,56375,888 Electrical Solutions Pty Ltd,"8 Ironstone Road,  Berrinba, Qld, 4117",No,No ,N/A,,,,,,,346031,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",N14 Demo,12/11/2020,11858,A1 Building & Property Solutions Pty Ltd,"3 D'Aguilar Road,  The Gap, Qld, 4061",No,No ,N/A,,,,,,,346028,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Campus Review 1 Year Unlimited,12/11/2020,11388,APN Educational Media,"Po Box 488, Darlinghurst, Nsw 1300",No,No ,N/A,,,,,,,1875173,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",N75 Air Flow Warning System,12/11/2020,15340,Crisp Power & Control Pty Ltd,"Po Box 787,  Archerfield, Qld, 4108",No,No ,N/A,,,,,,,346064,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Computer Equipment,12/11/2020,12061,Data #3 Limited,"Po Box 551,  Indooroopilly, Qld, 4068",No,No ,N/A,,,,,,,346052,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy - Workshops And Grant Reviews,12/11/2020,33000,G R Steed & Associates Pty Ltd,"70 Hopetoun Rd,  Rutherglen, Vic, 3685",No,No ,N/A,,,,,,,346029,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Para Robot Rental ,12/11/2020,24750,Kowa Australia Pty Ltd,"Suite 44 Building 6 Garden City Office Park, 2404 Logan Roadeight Mile Plains, Qld 4113",No,No ,N/A,,,,,,,1874760,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",N79 New Academic Building Line Marking,12/11/2020,21889,Logical Line Marking,"18 Ferguson Street,  Underwood, Qld, 4119",No,No ,N/A,,,,,,,346042,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Road Repairs - Logan Campus,12/11/2020,37665,Logical Line Marking,"18 Ferguson Street,  Underwood, Qld, 4119",No,No ,N/A,,,,,,,346054,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",N68 Roof Repairs,12/11/2020,14399,Mctaggart Plumbing Pty Ltd,"Po Box 173,  Petrie, Qld, 4502",No,No ,N/A,,,,,,,346046,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission,12/11/2020,23850,Oztrekk Educational Services Ltd,"1 Sherbrooke Street East, Suite 301, Perth, On K7H 1A1",No,No ,N/A,,,,,,,1878899,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Schwartz Centre Membership,12/11/2020,15787,The Schwartz Center For Compassionate,"Suite 2100, 100 Cambridge Street,  Boston, Ma, 02114",No,No ,N/A,,,,,,,346032,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Goanna Lounge Electrical Costs,12/11/2020,11666,Tri State Electrical And Communications,"Po Box 7261,  East Brisbane, Qld, 4169",No,No ,N/A,,,,,,,346058,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Eclipse Fresnel Pole Op Bracket & Barndoor,13/11/2020,47641,Ampd Electronics,"2/20 Bishop Street,  Kelvin Grove, Qld, 4059",No,No ,N/A,,,,,,,346124,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Haier Upright Ult Freezer,13/11/2020,16880,Brightside Scientific Pty Ltd,"2/8 Teamster Close,  Tuggerah, Nsw, 2259",No,No ,N/A,,,,,,,346115,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Windows 2020-2023 Licence + Assurance,13/11/2020,11880,Data #3 Limited,"Po Box 551,  Indooroopilly, Qld, 4068",No,No ,N/A,,,,,,,346105,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Computing Maintenance & Support,13/11/2020,159629,Ntt Australia Pty Ltd,"Level 22, 141 Queen Street,  Brisbane, Qld, 4000",No,No ,N/A,,,,,,,346107,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Portable Ultrasound,16/11/2020,49800,Alpha Vital Pty Ltd,"Po Box 226,  Springwood, Qld, 4128",No,No ,N/A,,,,,,,346171,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Litesizer 500 Nanoparticle Analyser System,16/11/2020,55000,Anton Paar Australia Pty Ltd,"Po Box 302,  Macquarie Park, Nsw, 2113",No,No ,N/A,,,,,,,346182,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Graduation Cards,16/11/2020,10328,Cpx Pty Ltd,"Po Box 3193,  Newmarket, Kelvin Grove Bc, Qld, 4059",No,No ,N/A,,,,,,,346209,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Maptq Online Assessment Suite 2020-2021 Subscription,16/11/2020,41250,Cut-E Australia,"Level 33, 201 Kent Street,  Sydney, Qld, 2000",No,No ,N/A,,,,,,,346203,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",G40 Re-Circulation Pump Switch Board,16/11/2020,16038,Descab Pty Ltd T/A Qld Multi Trades,"34 Hindes Street,  Lota, Qld, 4178",No,No ,N/A,,,,,,,346168,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Relocate Base And Field Stations,16/11/2020,10801,Indratel Australia Pty Limited,"Po Box 630,  Cannon Hill, Qld, 4173",No,No ,N/A,,,,,,,346192,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",All Degrees Guide 2022 - High School Guide,16/11/2020,12265,Jsa Design,"Po Box 1580,  Fortitude Valley, Qld, 4006",No,No ,N/A,,,,,,,346183,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",N31 Substation 1 Board Replacement,16/11/2020,17420,Tgc Electrical Pty Ltd,"Po Box 504,  Jimboomba, Qld, 4280",No,No ,N/A,,,,,,,346195,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Furniture,17/11/2020,32124,A1 Building & Property Solutions Pty Ltd,"3 D'Aguilar Road,  The Gap, Qld, 4061",No,No ,N/A,,,,,,,346227,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment,17/11/2020,24380,Blackwoods,"Po Box 375,  Goodna, Qld, 4300",No,No ,N/A,,,,,,,346251,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Acclaim Digital Badges 2021 Subscription,17/11/2020,10300,"Credly, Inc.","349 5Th Avenue, Suite 726 New York, Ny, 10016",No,No ,N/A,,,,,,,346241,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",S01 Install Conventional Detectors,17/11/2020,146916,Dylmount Pty Ltd,"Po Box 57,  Albion, Qld, 4010",No,No ,N/A,,,,,,,346237,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",G00 East West Pedestrian Spine Path Pavement Sealing,17/11/2020,56595,Ecopro Pressure Cleaning,"22 Sheridan Park Avenue,  Broadbeach Waters, Qld, 4218",No,No ,N/A,,,,,,,346239,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Microsoft Teams Media Quality Assessment Per Work Order 7-Ugaayxczi,17/11/2020,43175,Microsoft Pty Ltd,"1 Epping Road,  North Ryde, Nsw, 2113",No,No ,N/A,,,,,,,346277,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Tipasa Upgrade 2020-2021 Subscription,17/11/2020,23423,Oclc (Uk) Limited,"Brincliffe House, 861 Ecclesall Rd Sheffield, Lancs, S11 7Ae",No,No ,N/A,,,,,,,346240,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,17/11/2020,14118,Royal Pharmaceutical Society Of Gb,"Pharmaceutical Press C/O Mps, Macmillan Distribution (Mdl) Credit Servicesbasingstoke,  Rg21 6Xs",No,No ,N/A,,,,,,,1879271,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Computing Maintenance & Support,17/11/2020,34870,Securew2,", Zekeringstraat 17 Amsterdam, , 1014 Bm",No,No ,N/A,,,,,,,346248,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Copy Editing Hdr Articles,17/11/2020,11550,Tovenews Pty. Ltd.,"Po Box 1194, Sunnybank Hills, Qld 4109",No,No ,N/A,,,,,,,1879539,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Vivo Ocd Busters Web 2020 Fee,17/11/2020,31680,Vivo Group Pty Ltd,"Po Box 695,  Paddington, Qld, 4064",No,No ,N/A,,,,,,,346228,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111","N79 Aluminium Framed Doors, Sign Posts",18/11/2020,10670,A1 Building & Property Solutions Pty Ltd,"3 D'Aguilar Road,  The Gap, Qld, 4061",No,No ,N/A,,,,,,,346326,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Consulting Service - Coronavirus Project,18/11/2020,33211,Csiro,"Po Box E4008,  Kingston, Act, 2604",No,No ,N/A,,,,,,,346290,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",N54 External Building Façade & External Windows,18/11/2020,13453,Qld Water Blasting,"Po Box 2151,  Redcliffe North, Qld, 4020",No,No ,N/A,,,,,,,346329,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",N78 External Building Façade & External Windows,18/11/2020,12052,Qld Water Blasting,"Po Box 2151,  Redcliffe North, Qld, 4020",No,No ,N/A,,,,,,,346330,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Membership Fees A2021,18/11/2020,12100,Swinburne University Of Technology,"Finance Department, Po Box 218Hawthorn, Vic 3122",No,No ,N/A,,,,,,,1876170,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,19/11/2020,50819,Global Life Sciences Solutions Australia,"32 Phillip Street,  Parramatta, Nsw, 2150",No,No ,N/A,,,,,,,346370,General Goods and Services,,,,
