Description,Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Social Media Content,21/03/2020,19798,Ikon Communications Pty Ltd,"Level 1, 1 Kent Street,Millers Points, NSWÿ 2000",No,No,,,,,,,,1843967,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing,21/03/2020,59698,Ikon Communications Pty Ltd,"Level 1, 1 Kent Street,Millers Points, NSWÿ 2000",No,No,,,,,,,,1843968,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Advertising,21/03/2020,11449,Ikon Communications Pty Ltd,"Level 1, 1 Kent Street,Millers Points, NSWÿ 2000",No,No,,,,,,,,1844378,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Research Eye Tracking Package,22/03/2020,20794,Tobii Pro AB,"SE 556914-7613,Danderydÿ 18253ÿ SWE",No,No,,,,,,,,1841825,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Plant Maintenance,23/03/2020,52800,Merck Pty Ltd,"Ground Floor, Bldg 1,Bayswater, VIC 3153",No,No,,,,,,,,339132,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chiller Improvements,23/03/2020,12540,Relay Consulting Services,"PO Box 211,Rochedale, QLD 4123",No,No,,,,,,,,339146,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,23/03/2020,55000,Risk Logic Pty Ltd,"Level 7, 74 Castlereagh Street,Sydney, NSW 2000",No,No,,,,,,,,339155,General Goods and Services,GU4675,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,24/03/2020,10291,Biodecon Solutions Limited,"PO Box 1143,Hartwell, VIC 3124",No,No,,,,,,,,339245,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Licence Fees,24/03/2020,186127,Ping Identity,"1001 17th Street, Suite 100,Denver, USA 80202",No,No,,,,,,,,339246,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Licence Fees,26/03/2020,1752581,Squiz Australia Pty Ltd,"Level 1, 435a-437 Kent Street, Sydney, NSW  2000",Yes,No,Limited,,,,,,,GU-657,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Plant Maintenance,27/03/2020,17053,OT Bioelettronica srl,"4 Manilla Street,East Brisbane, QLD 4169",No,No,,,,,,,,339406,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Relocation Services,27/03/2020,16500,Sirva Relocation,"490 Freeman Road,Richlands, QLD 4077",No,No,,,,,,,,339377,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",IELTS Tests,30/03/2020,27880,IELTS Australia Pty Ltd,"GPO Box 2006,Canberra, ACT 2601",No,No,,,,,,,,1844172,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing,30/03/2020,12456,Ikon Communications Pty Ltd,"22 Constance Street,Fortitude Valley, QLD 4006",No,No,,,,,,,,339421,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",IWC Courses,30/03/2020,848914,International Water Centre Pty Ltd,"PO Box 10907 Adelaide Street,Brisbane, QLD 4000",No,No,Limited,,,,,,,1848895,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy -Building Maintenance,30/03/2020,21989,N D Y Management Pty Ltd,"Level 14,Brisbane, QLD 4000",No,No,,,,,,,,339459,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Maintenance,30/03/2020,29395,SDE Electrotech,"12 Confluence Crt,Eatons Hill, QLD 4037",No,No,,,,,,,,339432,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Maintenance,30/03/2020,20135,Thinkbox Solutions Pty Ltd,"PO Box 142,Wynnum, QLD 4178",No,No,,,,,,,,339467,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees,1/04/2020,28480,Arcs Australia Ltd,"Crows Nest, Nsw",Yes,No,,,,,,,,C01618,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Licence Fees,7/04/2020,261914,Centaman Systems Jonas Leisure,"Springhill, QLD",Yes,No,,,,,,,,C01576,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Computing Maintenance & Support,19/04/2020,142003,Outback Imaging,"Unit 1A / 828 Old Cleveland Road,  Carina, Qld, 4152",No,No ,,,,,,,,C00252,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,29/04/2020,510563,OzTrekk Educational Services LTD,"1 Sherbrooke Street East, Suite 301, Perth, ON K7H 1A1",No,No,Limited,,,,,,,1852953,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",General Employment Advice,30/04/2020,67497,Clayton Utz,"Gpo Box 9806, Canberra, Act 2601",No,No ,,,,,,,,1855012,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Advertising/Promotions,1/05/2020,23980,Chimera Project,"44 Mirbelia Street, Everton Hills, QLD 4053",No,No,,,,,,,,1851426,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,1/05/2020,295763,Open Universities Australia,"Level 1/473 Bourke St, Melbourne, VIC 3000",No,No,,,,,,,,1853229,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,1/05/2020,13000,"Psihometar, craft for data analysis","Ulica Antuna Mihanovia 42, ZapresiZagreb County,  10290",No,No,,,,,,,,1852530,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Infrastructure Services,2/05/2020,48194,AARNET,"GPO Box 1559, Canberra, ACT 2601",No,No,,,,,,,,1851124,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,2/05/2020,498864,Pearson Australia Group Pty Ltd,"Suite 1001 Level 10, 151 Castlereagh Street, Sydney, NSW 2000",No,No,,,,,,,,1851391,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Pilot Apptitude Testing,2/05/2020,19556,SHL Australia Pty Ltd,"Level 14, 77 Pacific Highway, North Sydney, NSW 2060",No,No,,,,,,,,1851350,Information & Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,4/05/2020,34606,Bruker Pty Ltd,"PO Box 202, Alexandria, NSW, 1435, AUS",No,No,,,,,,,,340169,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Compact Station Training System,4/05/2020,177118,The Trustee for Pullman Learning Group,"PO Box 181, Caulfield South, VIC, 3162, AUS",No,No,,,,,,,,340172,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consulting Services,5/05/2020,33000,Deloitte Risk Advisory Pty Limited,"123 Eagle Street, Brisbane City, QLD, 4000, AUS",No,No,,,,,,,,340198,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Annual Maintenance & Certification 2020,5/05/2020,183021,Dewpoint Air,"PO BOX 3479, Newmarket, QLD, 4051, AUS",No,No,,,,,,,,340196,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,5/05/2020,17065,Edaphic Scientific Pty Ltd,"PO Box 1843, Port Macquarie, NSW, 2444, AUS",No,No,,,,,,,,340199,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Membership,5/05/2020,244986,Universities Australia,"GPO Box 1142, Canberra, ACT 2601",No,No,,,,,,,,1853395 1872337,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",CQC2T Annual Workshop,5/05/2020,19666,University of New South Wales,"Ramaciotti Centre for Genomics, Level 1, Biological Sciences Building (D26), The University of New South Wales, Sydney, NSW 2052",No,No,,,,,,,,1851268,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,6/05/2020,55000,Martin James Connor,"Mermaid Waters, QLD 4218",No,No,,,,,,,,1853646,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Oracle Support Services 19095833 N/A ANNUAL 2020-2022 SUBSCRIPTION,6/05/2020,26068,Oracle Corporation Australia Pty Ltd,"GPO Box 1313, Sydney, NSW, 2001, AUS",No,No,,,,,,,,340205,Information & Communcation Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,6/05/2020,4980000,Schneider Electric (Australia) Pty Ltd,"Locked Bag 2211, North Ryde, NSW, 2113, AUS",Yes,No,Open,,,,,,,4602,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,7/05/2020,1738859,Open Universities Australia,"Level 1/473 Bourke St, Melbourne, VIC 3000",No,No,Limited,,,,,,,1853856,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Vehicle Acquisition ,7/05/2020,37399,R.E. & L.M. GIBSON PTY LTD,"20 McLean Street, Goondiwindi, QLD, 4390, AUS",No,No,,,,,,,,340219,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Vehicle Acquisition ,8/05/2020,56614,Brisbane Isuzu,"1121 Beaudesert Road, Archerfield, QLD, 4108, AUS",No,No,,,,,,,,340263,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Intellectual Property,8/05/2020,13064,Spruson & Ferguson Pty Limited,"GPO Box 3898, Sydney, NSW 2001",No,No,,,,,,,,1851348,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consulting Services,11/05/2020,133320,Calibre Consulting Group,"St Lucia, QLD, 4067, AUS",No,No,,,,,,,,340292,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consulting Services,11/05/2020,171600,Calibre Consulting Group,"St Lucia, QLD, 4067, AUS",No,No,,,,,,,,340293,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consulting Services,11/05/2020,42075,Calibre Consulting Group,"St Lucia, QLD, 4067, AUS",No,No,,,,,,,,340294,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consulting Services,11/05/2020,34100,Mitchell River Traditional Custodian,"Corinda, QLD, 4075, AUS",No,No,,,,,,,,340299,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenace ,11/05/2020,17712,Raicol Crystal Ltd,"22 Hamelacha St, Rosh Haayin, 480-9162, ISR",No,No,,,,,,,,340282,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance ,11/05/2020,25485,Rauland Australia Pty Ltd,"514 Miller Street, Cammeray, NSW, 2062, AUS",No,No,,,,,,,,340278,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Transducer Installation,12/05/2020,20350,Airelec Electrical Services Pty Ltd,"22 Nollamara Drive, Elanora, QLD, 4221, AUS",No,No,,,,,,,,340346,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services Government Relations and Strategic Advisory Services,12/05/2020,66000,Anacta Strategies Pty Ltd,"GPO Box 1349, Brisbane, QLD, 4000, AUS",No,No,,,,,,,,340327,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Advertising ,12/05/2020,330000,Chimera Project,"Everton Hills, QLD, 4053, AUS",No,No,,,,,,,,340326,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Commercial advisory - EY,12/05/2020,165000,Ernst & Young,"111 Eagle Street, Brisbane, QLD, 4001, AUS",No,No,,,,,,,,340334,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Engineering Services,13/05/2020,17490,Ashburner Francis Pty Ltd,"977 Stanley Street East, East Brisbane, QLD, 4169, AUS",No,No,,,,,,,,340362,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",2020 Membership Fees QCIF,13/05/2020,440000,QCIF Ltd,"AXON Building 47, The University of Queensland, Brisbane, QLD 4072",No,No,,,,,,,,1854451,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance ,14/05/2020,15187,Fredon (Qld) Pty. Limited,"7 Welch Street, Underwood, QLD 4119",No,No,,,,,,,,1854482,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Services ,14/05/2020,11316,Gold Coast City Council,"PO Box 5042, Gold Coast Mail Centre, QLD 9729",No,No,,,,,,,,1851629,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Services ProctorU Proctoring Services for 2020,14/05/2020,309714,ProctorU Inc,"Suite 202, 3687 Old Santa Rita Road,, Pleasanton, CA, 94588, USA",No,No,,,,,,,,340403,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Annual Subscription,14/05/2020,54423,WP Engine inc,"Po Box 734427, Dallas, TX, 75373, USA",No,No,,,,,,,,340400,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consulting Services,15/05/2020,17399,Integrated CFO Solutions Pty Ltd,"Suite 506 level 5, 50 Clarence Street, Sydney, NSW, 2000, AUS",No,No,,,,,,,,340419,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,15/05/2020,539839,Qld Institute of Business & Technology,"176 Messines Ridge Road, Mount Gravatt, QLD 4111",No,No,Limited,,,,,,,1854281,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111","S7: N79 Construction Phase Briefing as per fee proposal dated 26 June 2019, Nathan campus",15/05/2020,12100,Stantec Australia Pty Ltd,"226 Adelaide Terrace, Perth, WA, 6000, AUS",No,No,,,,,,,,340430,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",New Central Chiller Plant,15/05/2020,82016,Stantec Australia Pty Ltd,"226 Adelaide Terrace, Perth, WA, 6000, AUS",No,No,,,,,,,,340432,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Construction Electrical Engineering,15/05/2020,17930,Stantec Australia Pty Ltd,"226 Adelaide Terrace, Perth, WA, 6000, AUS",No,No,,,,,,,,340434,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Annual access charges for ANFF Q Facility,15/05/2020,11000,University of Queensland,"Accounts Receivable, ST LUCIA, QLD, 4072, AUS",No,No,,,,,,,,340444,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition,15/05/2020,34422,UpToDate Inc.,"PO Box 412094, Boston, MA 02241-2094",No,No,,,,,,,,1854607,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Membership ,18/05/2020,55000,Bionics Queensland,"29 Nathan Ave, Ashgrove, QLD 4060",No,No,,,,,,,,1855030,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Accreditation Fees,18/05/2020,35123,Council of Pharmacy Register Authorities,"PO Box 269, Civic Square, ACT 2608",No,No,,,,,,,,1855025,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Construction Electrical Engineering,18/05/2020,20094,GHD Pty Ltd,"PO Box 5403, HRMC, NSW, 2310, AUS",No,No,,,,,,,,340458,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Advertising/Promotions ,18/05/2020,11204,Ikon Communications Pty Ltd,"Level 4, 1 Kent Street, Millers Points, NSW, 2000, AUS",No,No,,,,,,,,340459,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific equipment,18/05/2020,11722,Semiconductor Metrology Ltd,"Heath House, Fleet Hill, Finchampstead, BERKS RG40 4LJ",No,No,,,,,,,,1854995,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Construction  ,19/05/2020,11539,Wilson Architects,"564 Boundary Street, Spring Hill, QLD, 4000, AUS",No,No,,,,,,,,340485,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Annual CAPA affilifation fee,20/05/2020,12409,Council of Australian Postgraduate Assoc,"Level 1, 120 Clarendon Street, Southbank, VIC 3006",No,No,,,,,,,,1852609,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Professional legal fees,21/05/2020,12452,Minter Ellison Lawyers,"PO Box 7844, ""Waterfront Place"" Brisbane, QLD 4001",No,No,,,,,,,,1855539,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Fees,21/05/2020,16072,National Library Of Australia,"Parkes Place, Canberra, ACT 2600",No,No,,,,,,,,1852934,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy External Audit,22/05/2020,11000,Bailiwick Auditing Services Pty Ltd,"Level 2, 4 Kyabra Street, Newstead, QLD, 4006, AUS",No,No,,,,,,,,340543,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Publication Costs EOID,22/05/2020,10657,Informa UK Ltd,"Finance Department, PO Box Q1439, QVB Post Office Sydney, NSW 1230",No,No,,,,,,,,1855290,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition ,22/05/2020,30000,Kanopy LLC,"781 Beach St Suite 410, San Francisco, CA 94109",No,No,,,,,,,,1852943,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chiller Replacement,22/05/2020,12430,Northrop Consulting Engineers Pty Ltd,"Level 9, 200 Mary Street, Brisbane, QLD, 4000, AUS",No,No,,,,,,,,340541,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Advertising/Promotions ,25/05/2020,18063,Ikon Communications Pty Ltd,"Level 4, 1 Kent Street, Millers Points, NSW, 2000, AUS",No,No,,,,,,,,340571,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Installation of Automatic swing door,26/05/2020,18447,Assa Abloy Entrance Systems Australia Pt,"Unit 4 18-22 Winterton Rd, Clayton, VIC, 3168, AUS",No,No,,,,,,,,340604,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Fire panel replacement,26/05/2020,33165,Dylmount Pty Ltd,"PO Box 57, Albion, QLD, 4010, AUS",No,No,,,,,,,,340620,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Advertising Health Study Areas Paid Search,26/05/2020,11665,Ikon Communications Pty Ltd,"Level 4, 1 Kent Street, Millers Points, NSW 2000",No,No,,,,,,,,1855987,General Goods & Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,26/05/2020,126272,Kom Consultants,"25 Redmond Dr, Unit 4Hamilton, ON L8W 3K7",No,No,,,,,,,,1856039,General Goods & Services,,,,
