Description,Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Reason for use of limited tendering,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Variation comments,Commence date,Supplier ABN,Finish date
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,12/11/2021,18150,Icognition Pty Ltd,"Po Box 2544,  Canberra, Act, 2601",No,No,,,,,,,,,359494,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition Reference Materials,12/11/2021,16072,National Library Of Australia,"Parkes Place,  Canberra, Act, 2600",No,No,,,,,,,,,1930048,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,12/11/2021,17775,Precise Air Group P/L,"Po Box 1859,  Springwood, Qld, 4128",No,No,,,,,,,,,359492,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Publication Fees,12/11/2021,12705,Shanghai People'S Publishing House,"Shanghai People'S Publishing House, Century Publishing Park 1-5, C, Shanghai, , 201101",No,No,,,,,,,,,1933671,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition Reference Materials,12/11/2021,40959,Techstreet Pty Ltd,"Locked Bag 777 Collins Street,  West Post Office, Vic, 8007",No,No,,,,,,,,,1933869,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,12/11/2021,13068,Threeonefive Innovations,"Po Box 98,  Labrador, Qld, 4215",No,No,,,,,,,,,359504,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,13/11/2021,19511,X-Ray Safety Australia Pty Ltd,"Po Box 574,  Ashgrove West, Qld, 4060",No,No,,,,,,,,,1930070,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Patent Application Fee,14/11/2021,11507,Davies Collison Cave Pty Ltd,"1 Nicholson Street,  Melbourne, Vic, 3000",No,No,,,,,,,,,1929674,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consumables,15/11/2021,10497,Becton Dickinson Pty Ltd,"69 Brandl Street,  Eight Mile Plains, Qld, 4113",No,No,,,,,,,,,359587,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Office Furniture,15/11/2021,21901,Instinct Furniture,"P O Box 3218,  Erina, Nsw, 2250",No,No,,,,,,,,,359581,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consumables,15/11/2021,10830,Medical & Surgical Requisites,"P.O.Box 3965,  Mt Omaney, Qld, 4074",No,No,,,,,,,,,359543,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Audio Visual Equipment,15/11/2021,40471,Proav Solutions Queensland,"Po Box 2722,  Toowong, Qld, 4066",No,No,,,,,,,,,359551,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription fees,15/11/2021,10228,Realtimeboard Inc,"201 Spear Street Suite 1100,  San Francisco, Ca, 94105",No,No,,,,,,,,,359579,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,15/11/2021,82500,The Florey Institute Of Neuroscience And,"30 Royal Parade,  Parkville, Vic, 3052",No,No,,,,,,,,,359560,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,15/11/2021,10961,Thermo Fisher Scientific Australia,"Po Box 9092,  Scoresby, Vic, 3179",No,No,,,,,,,,,359572,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,16/11/2021,17122,Australian Scientific Pty Ltd,"11 Mcdougall Street,  Kotara, Nsw, 2289",No,No,,,,,,,,,359674,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consumables,16/11/2021,14306,Becton Dickinson Pty Ltd,"69 Brandl Street,  Eight Mile Plains, Qld, 4113",No,No,,,,,,,,,359689,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,16/11/2021,33385,Edwards Vacuum Australia,"9/53-57 Link Dr,  Yatala, Qld, 4207",No,No,,,,,,,,,359665,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,16/11/2021,20120,Fire And Safety Australia Pty Ltd,"6-7 Hartnett Close,  Mulgrave, Vic, 3170",No,No,,,,,,,,,359631,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Vehicle Acquisition,16/11/2021,45924,Grand Motors,"Po Box 7834, Gold Coast Mail Ctr Gold Coast, Qld, 9726",No,No,,,,,,,,,359636,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,16/11/2021,15518,Inspections X-Ray & Testing Pty Ltd,"1/7 Millennium Place,  Tingalpa, Qld, 4173",No,No,,,,,,,,,359681,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,16/11/2021,21450,Neuropower Group Pty Ltd,"Po Box 6651,  Upper Mount Gravatt, Qld, 4122",No,No,,,,,,,,,359672,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,16/11/2021,13476,Opera Queensland,"Po Box 5792 West End, Qld, 4101",No,No,,,,,,,,,1934393,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,16/11/2021,25137,Opera Queensland,"Po Box 5792 West End, Qld, 4101",No,No,,,,,,,,,1934394,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,16/11/2021,19941,Peak Services Pty Ltd,"Po Box 2230,  Fortitude Valley Bc, Qld, 4006",No,No,,,,,,,,,359660,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,16/11/2021,11866,Powerbox Australia Pty Ltd,"Po Box 128,  Mount Kuring-Gai, Nsw, 2080",No,No,,,,,,,,,359675,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,16/11/2021,49500,Price Waterhouse Coopers,"Gpo Box 2650,  Sydney, Nsw, 1171",No,No,,,,,,,,,359663,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical & Biological Products,16/11/2021,15234,Thermo Fisher Scientific Australia,"Po Box 9092,  Scoresby, Vic, 3179",No,No,,,,,,,,,359644,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,16/11/2021,22761,We Al-Li,New South Wales,No,No,,,,,,,,,1934361,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,17/11/2021,41448,A.G. Coombs Advisory Pty Ltd,"26 Cochranes Rd,  Moorabbin, Vic, 3189",No,No,,,,,,,,,359706,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,17/11/2021,10978,A.G. Coombs Advisory Pty Ltd,"26 Cochranes Rd,  Moorabbin, Vic, 3189",No,No,,,,,,,,,359707,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,17/11/2021,13046,A.G. Coombs Advisory Pty Ltd,"26 Cochranes Rd,  Moorabbin, Vic, 3189",No,No,,,,,,,,,359708,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,17/11/2021,109505,Bio-Strategy Pty Limited,"P.O Box 14,  Campbellfield, Vic, 3061",No,No,,,,,,,,,359749,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,17/11/2021,71940,Building Certifiers Australia Pty Ltd,"Po Box 911,  Caloundra, Qld, 4551",No,No,,,,,,,,,359709,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,17/11/2021,37400,Jha Consulting Engineers (Qld) Pty Ltd,"Ground Floor, 130 Commercial Road Teneriffe, Qld, 4005",No,No,,,,,,,,,359744,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,17/11/2021,16995,Laudet Pty Ltd,"6 Orchid Avenue,  Surfers Paradise, Qld, 4217",No,No,,,,,,,,,359712,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,17/11/2021,11367,Monash University,"Cashier, 21 Chancellors Walk Monash University, Vic, 3800",No,No,,,,,,,,,359723,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,17/11/2021,10313,Ride Free Media Pty Ltd,"Rooftop, Factory 1, 51 Mollison Street,  West End, Qld, 4101",No,No,,,,,,,,,359750,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Membership Fees,17/11/2021,27000,Rozetta Institute Limited,"Level 2, 55 Harrington Street,  Sydney, Nsw, 2000",No,No,,,,,,,,,359713,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,18/11/2021,424729,Aurecon Australasia Pty Ltd,"Locked Bag 331,  Brisbane, Qld, 4001",No,No,,,,,,,,,359783,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition Reference Materials,18/11/2021,66115,Council Of Aust. University Librarians,"9 Napier Close,  Deakin, Act, 2600",No,No,,,,,,,,,1933985,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition Reference Materials,18/11/2021,113718,Council Of Aust. University Librarians,"9 Napier Close,  Deakin, Act, 2600",No,No,,,,,,,,,1934217,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition Reference Materials,18/11/2021,122110,Council Of Aust. University Librarians,"9 Napier Close,  Deakin, Act, 2600",No,No,,,,,,,,,1934420,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition Reference Materials,18/11/2021,47427,Council Of Aust. University Librarians,"9 Napier Close,  Deakin, Act, 2600",No,No,,,,,,,,,1934421,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition Reference Materials,18/11/2021,16188,Igroup (Australasia) Pty Ltd,"Suite 1509, 530 Little Collins Street Melbourne, Vic, 3000",No,No,,,,,,,,,1933925,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library Acquisition Reference Materials,18/11/2021,11380,Informa Uk Ltd,"Sheepen Place,  Colchester, Essex, Co3 3Lp",No,No,,,,,,,,,1934113,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,18/11/2021,1094044,Lehr Consultants International (Australi,"L10/490 Upper Edward Street,  Spring Hill, Qld, 4000",No,No,Selective,,,,,,,,359781,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Legal Fees,18/11/2021,18700,Mills Oakley,"Level 23, 66 Eagle Street Brisbane, Qld, 4000",No,No,,,,,,,,,359830,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,18/11/2021,23907,Racv Royal Pines Resort,"Pmb 88,  Gcmc, Qld, 9726",No,No,,,,,,,,,1934573,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,18/11/2021,18964,Spicers Retreats Hotels & Lodges,"617 Grandchester, Mount Mort Rd Grandchester, Qld, 4340",No,No,,,,,,,,,359812,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,18/11/2021,19750,Thermo Fisher Scientific Australia,"Po Box 9092,  Scoresby, Vic, 3179",No,No,,,,,,,,,359774,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical & Biological Products,19/11/2021,10456,Animal Resources Centre - Wa,"Po Box 1180,  Canning Vale, Wa, 6970",No,No,,,,,,,,,359874,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,19/11/2021,13022,Bio-Strategy Pty Limited,"P.O Box 14,  Campbellfield, Vic, 3061",No,No,,,,,,,,,359842,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription fees,19/11/2021,123656,Data #3 Limited,"Po Box 551,  Indooroopilly, Qld, 4068",No,No,,,,,,,,,359850,,,,,,
